Date,Tournament,Surface,Round,Roger's Ranking,Opponent's Ranking,Score,Total Points,Aces,Double Faults,Service Points,First Serve Points,Second Serve Points,Opponent Aces,Time,Abandon,W/O,RF Win,Adversaire,Decompte ATP,Year,Month,Nber of Sets
2004-05-03,Rome Masters,Clay,R64,1,26,7-6(4) 6-3,132,4,3,69,39,30,1,84,0,0,1,Jonas Bjorkman,Federer,2004,5,2
2004-04-09,Davis Cup WG QF: SUI vs FRA,Hard,RR,1,81,6-2 6-4 6-4,,,,,,,,,0,0,1,Nicolas Escude,Federer,2004,4,3
2004-04-09,Davis Cup WG QF: SUI vs FRA,Hard,RR,1,25,6-2 7-5 6-4,,,,,,,,,0,0,1,Arnaud Clement,Federer,2004,4,3
2004-03-22,Miami Masters,Hard,R32,1,34,6-3 6-3,104,8,2,56,34,22,1,70,0,0,0,Rafael Nadal,Rafael Nadal,2004,3,2
2004-03-22,Miami Masters,Hard,R64,1,54,6-2 3-6 7-5,175,7,3,96,63,33,0,117,0,0,1,Nikolay Davydenko,Federer,2004,3,3
2004-03-08,Indian Wells Masters,Hard,F,1,10,6-3 6-3,97,3,0,45,27,18,0,67,0,0,1,Tim Henman,Federer,2004,3,2
2004-03-08,Indian Wells Masters,Hard,SF,1,5,4-6 6-3 6-4,178,12,5,85,50,35,2,113,0,0,1,Andre Agassi,Federer,2004,3,3
2004-03-08,Indian Wells Masters,Hard,QF,1,34,6-2 6-1,102,4,2,53,31,22,1,63,0,0,1,Juan Ignacio Chela,Federer,2004,3,2
2004-03-08,Indian Wells Masters,Hard,R16,1,19,6-4 6-1,112,7,1,51,33,18,8,71,0,0,1,Mardy Fish,Federer,2004,3,2
2004-03-08,Indian Wells Masters,Hard,R32,1,27,6-3 6-2,108,6,3,58,31,27,1,63,0,0,1,Fernando Gonzalez,Federer,2004,3,2
2004-03-08,Indian Wells Masters,Hard,R64,1,49,6-1 6-1,103,5,2,44,29,15,1,64,0,0,1,Andrei Pavel,Federer,2004,3,2
2004-03-01,Dubai,Hard,F,1,32,4-6 6-1 6-2,158,6,0,67,43,24,7,95,0,0,1,Feliciano Lopez,Federer,2004,3,3
2004-03-01,Dubai,Hard,SF,1,34,7-6(7) 6-2,137,3,1,63,36,27,0,81,0,0,1,Jarkko Nieminen,Federer,2004,3,2
2004-03-01,Dubai,Hard,QF,1,53,6-3 6-3,116,3,1,50,31,19,3,68,0,0,1,Andrei Pavel,Federer,2004,3,2
2004-03-01,Dubai,Hard,R16,1,20,6-3 6-4,135,6,3,61,37,24,1,88,0,0,1,Tommy Robredo,Federer,2004,3,2
2004-03-01,Dubai,Hard,R32,1,30,7-6(2) 7-6(4),174,4,3,96,46,50,5,119,0,0,1,Marat Safin,Federer,2004,3,2
2004-02-16,Rotterdam,Hard,QF,1,11,6-3 7-6(9),151,2,3,75,45,30,6,98,0,0,0,Tim Henman,Tim Henman,2004,2,2
2004-02-16,Rotterdam,Hard,R16,1,52,7-6(2) 7-5,169,4,4,85,55,30,1,96,0,0,1,Andrei Pavel,Federer,2004,2,2
2004-02-16,Rotterdam,Hard,R32,1,29,6-4 6-3,122,5,0,49,32,17,4,74,0,0,1,Arnaud Clement,Federer,2004,2,2
2004-02-06,Davis Cup WG R1: ROU vs SUI,Clay,RR,1,72,7-6(4) 6-3 6-1,,,,,,,,,0,0,1,Victor Hanescu,Federer,2004,2,3
2004-02-06,Davis Cup WG R1: ROU vs SUI,Clay,RR,1,53,6-3 6-2 7-5,,,,,,,,,0,0,1,Andrei Pavel,Federer,2004,2,3
2004-01-19,Australian Open,Hard,F,2,86,7-6(3) 6-4 6-2,206,8,2,90,48,42,3,135,0,0,1,Marat Safin,Federer,2004,1,3
2004-01-19,Australian Open,Hard,SF,2,3,6-4 6-1 6-4,154,11,1,83,60,23,6,89,0,0,1,Juan Carlos Ferrero,Federer,2004,1,3
2004-01-19,Australian Open,Hard,QF,2,8,7-5 6-4 5-7 6-3,244,20,3,127,76,51,5,161,0,0,1,David Nalbandian,Federer,2004,1,4
2004-01-19,Australian Open,Hard,R16,2,11,4-6 6-3 6-0 6-4,230,14,4,117,69,48,5,138,0,0,1,Lleyton Hewitt,Federer,2004,1,4
2004-01-19,Australian Open,Hard,R32,2,148,6-3 6-0 6-1,128,5,3,57,31,26,1,74,0,0,1,Todd Reid,Federer,2004,1,3
2004-01-19,Australian Open,Hard,R64,2,156,6-2 6-3 6-4,177,5,2,84,52,32,8,94,0,0,1,Jeff Morrison,Federer,2004,1,3
2004-01-19,Australian Open,Hard,R128,2,117,6-3 6-4 6-0,149,13,3,68,41,27,0,89,0,0,1,Alex Bogomolov Jr,Federer,2004,1,3
2003-11-10,Masters Cup,Hard,F,3,5,6-3 6-0 6-4,144,11,5,70,36,34,1,96,0,0,1,Andre Agassi,Federer,2003,11,3
2003-11-10,Masters Cup,Hard,SF,3,1,7-6(2) 6-2,119,12,2,56,31,25,5,62,0,0,1,Andy Roddick,Federer,2003,11,2
2003-11-10,Masters Cup,Hard,RR,3,5,6-7(3) 6-3 7-6(7),241,20,6,124,66,58,4,146,0,0,1,Andre Agassi,Federer,2003,11,3
2003-11-10,Masters Cup,Hard,RR,3,8,6-3 6-0,106,2,3,51,25,26,1,71,0,0,1,David Nalbandian,Federer,2003,11,2
2003-11-10,Masters Cup,Hard,RR,3,2,6-3 6-1,102,6,1,49,28,21,5,54,0,0,1,Juan Carlos Ferrero,Federer,2003,11,2
2003-10-27,Paris Masters,Carpet,QF,3,31,7-6(5) 6-1,122,3,2,54,30,24,4,79,0,0,0,Tim Henman,Tim Henman,2003,10,2
2003-10-27,Paris Masters,Carpet,R16,3,16,6-7(3) 7-6(12) 7-6(6),242,16,3,113,71,42,24,146,0,0,1,Martin Verkerk,Federer,2003,10,3
2003-10-27,Paris Masters,Carpet,R32,3,106,7-6(5) 6-1,112,6,2,61,38,23,1,60,0,0,1,Thierry Ascione,Federer,2003,10,2
2003-10-20,Basel,Carpet,R16,3,47,7-6(5) 6-7(5) 6-4,241,10,3,125,87,38,27,143,0,0,0,Ivan Ljubicic,Ivan Ljubicic,2003,10,3
2003-10-20,Basel,Carpet,R32,3,117,6-1 6-3,99,3,2,49,27,22,2,57,0,0,1,Marc Rosset,Federer,2003,10,2
2003-10-13,Madrid Masters,Hard,SF,3,1,6-4 4-6 6-4,,,,,,,,,0,0,0,Juan Carlos Ferrero,Juan Carlos Ferrero,2003,10,3
2003-10-13,Madrid Masters,Hard,QF,3,35,4-6 7-6(3) 6-4,,,,,,,,,0,0,1,Feliciano Lopez,Federer,2003,10,3
2003-10-13,Madrid Masters,Hard,R16,3,25,6-3 7-6(4),,,,,,,,,0,0,1,Mardy Fish,Federer,2003,10,2
2003-10-13,Madrid Masters,Hard,R32,3,127,6-4 6-3,,,,,,,,,0,0,1,Alex Corretja,Federer,2003,10,2
2003-10-06,Vienna,Hard,F,3,7,6-3 6-3 6-3,162,10,2,84,55,29,1,93,0,0,1,Carlos Moya,Federer,2003,10,3
2003-10-06,Vienna,Hard,SF,3,28,6-2 7-6(2),123,4,0,57,37,20,4,74,0,0,1,Max Mirnyi,Federer,2003,10,2
2003-10-06,Vienna,Hard,QF,3,30,6-3 6-3,108,6,0,61,40,21,2,60,0,0,1,Jarkko Nieminen,Federer,2003,10,2
2003-10-06,Vienna,Hard,R16,3,70,6-3 4-6 6-4,183,2,7,83,42,41,6,116,0,0,1,Karol Beck,Federer,2003,10,3
2003-10-06,Vienna,Hard,R32,3,75,6-2 6-2,104,1,0,47,31,16,0,56,0,0,1,David Ferrer,Federer,2003,10,2
2003-09-19,Davis Cup WG SF: AUS vs SUI,Hard,RR,3,15,6-3 6-4 7-6(3),,,,,,,,,0,0,1,Mark Philippoussis,Federer,2003,9,3
2003-09-19,Davis Cup WG SF: AUS vs SUI,Hard,RR,3,7,5-7 2-6 7-6(4) 7-5 6-1,,,,,,,,,0,0,0,Lleyton Hewitt,Lleyton Hewitt,2003,9,5
2003-08-25,US Open,Hard,R16,2,13,3-6 7-6(1) 6-4 6-3,255,16,4,143,78,65,3,172,0,0,0,David Nalbandian,David Nalbandian,2003,8,4
2003-08-25,US Open,Hard,R32,2,35,6-3 7-6(4) 6-3,229,10,3,101,62,39,5,119,0,0,1,James Blake,Federer,2003,8,3
2003-08-25,US Open,Hard,R64,2,94,6-1 6-2 6-0,137,5,2,61,41,20,0,77,0,0,1,Jean Rene Lisnard,Federer,2003,8,3
2003-08-25,US Open,Hard,R128,2,75,5-7 6-3 6-3 2-0 RET,205,15,3,76,55,21,9,126,1,0,1,Jose Acasuso,Federer,2003,8,5
2003-08-11,Cincinnati Masters,Hard,R32,2,14,7-6(4) 7-6(5),184,14,6,90,43,47,3,126,0,0,0,David Nalbandian,David Nalbandian,2003,8,2
2003-08-11,Cincinnati Masters,Hard,R64,2,114,4-6 6-3 7-6(10),214,14,4,108,69,39,6,122,0,0,1,Scott Draper,Federer,2003,8,3
2003-08-04,Canada Masters,Hard,SF,3,7,6-4 3-6 7-6(3),185,9,10,100,56,44,9,116,0,0,0,Andy Roddick,Andy Roddick,2003,8,3
2003-08-04,Canada Masters,Hard,QF,3,32,6-2 7-6(3),119,8,0,57,37,20,3,76,0,0,1,Max Mirnyi,Federer,2003,8,2
2003-08-04,Canada Masters,Hard,R16,3,15,6-4 6-3,109,4,1,56,29,27,3,67,0,0,1,Tommy Robredo,Federer,2003,8,2
2003-08-04,Canada Masters,Hard,R32,3,60,6-4 6-3,111,1,1,52,27,25,1,65,0,0,1,Greg Rusedski,Federer,2003,8,2
2003-08-04,Canada Masters,Hard,R64,3,28,6-4 3-6 7-5,185,11,5,92,51,41,0,125,0,0,1,Gaston Gaudio,Federer,2003,8,3
2003-07-07,Gstaad,Clay,F,3,10,5-7 6-3 6-3 1-6 6-3,290,19,11,148,83,65,3,169,0,0,0,Jiri Novak,Jiri Novak,2003,7,5
2003-07-07,Gstaad,Clay,SF,3,27,6-1 7-6(6),129,12,2,61,39,22,0,88,0,0,1,Gaston Gaudio,Federer,2003,7,2
2003-07-07,Gstaad,Clay,QF,3,56,W/O,,,,,,,,,0,1,1,David Sanchez,,2003,7,1
2003-07-07,Gstaad,Clay,R16,3,99,6-1 6-2,91,9,2,42,20,22,1,54,0,0,1,Jean Rene Lisnard,Federer,2003,7,2
2003-07-07,Gstaad,Clay,R32,3,190,6-3 6-7(4) 6-3,196,16,3,88,48,40,1,124,0,0,1,Marc Lopez,Federer,2003,7,3
2003-06-23,Wimbledon,Grass,F,5,48,7-6(5) 6-2 7-6(3),195,21,2,93,53,40,14,116,0,0,1,Mark Philippoussis,Federer,2003,6,3
2003-06-23,Wimbledon,Grass,SF,5,6,7-6(6) 6-3 6-3,183,17,0,84,51,33,4,103,0,0,1,Andy Roddick,Federer,2003,6,3
2003-06-23,Wimbledon,Grass,QF,5,12,6-3 6-4 6-4,194,13,5,92,62,30,1,98,0,0,1,Sjeng Schalken,Federer,2003,6,3
2003-06-23,Wimbledon,Grass,R16,5,52,7-6(5) 6-4 6-4,231,9,2,104,69,35,13,126,0,0,1,Feliciano Lopez,Federer,2003,6,3
2003-06-23,Wimbledon,Grass,R32,5,45,6-3 6-1 4-6 6-1,212,13,4,110,59,51,9,120,0,0,1,Mardy Fish,Federer,2003,6,4
2003-06-23,Wimbledon,Grass,R64,5,70,7-5 6-1 6-1,148,6,3,73,44,29,0,77,0,0,1,Stefan Koubek,Federer,2003,6,3
2003-06-23,Wimbledon,Grass,R128,5,55,6-3 6-3 7-6(2),196,15,3,99,64,35,2,105,0,0,1,Hyung Taik Lee,Federer,2003,6,3
2003-06-09,Halle,Grass,F,5,73,6-1 6-3,95,3,1,45,26,19,3,69,0,0,1,Nicolas Kiefer,Federer,2003,6,2
2003-06-09,Halle,Grass,SF,5,29,4-6 7-6(4) 6-2,235,12,4,90,60,30,4,145,0,0,1,Mikhail Youzhny,Federer,2003,6,3
2003-06-09,Halle,Grass,QF,5,24,7-5 7-6(3),148,9,1,69,48,21,7,80,0,0,1,Younes El Aynaoui,Federer,2003,6,2
2003-06-09,Halle,Grass,R16,5,62,4-6 6-2 6-1,148,11,2,76,55,21,1,84,0,0,1,Fernando Vicente,Federer,2003,6,3
2003-06-09,Halle,Grass,R32,5,61,7-5 6-1,134,6,1,61,36,25,3,81,0,0,1,Sargis Sargsian,Federer,2003,6,2
2003-05-26,Roland Garros,Clay,R128,5,88,7-6(6) 6-2 7-6(3),214,10,4,103,59,44,4,131,0,0,0,Luis Horna,Luis Horna,2003,5,3
2003-05-12,Hamburg Masters,Clay,R16,5,67,6-3 2-6 6-3,190,1,5,85,52,33,3,124,0,0,0,Mark Philippoussis,Mark Philippoussis,2003,5,3
2003-05-12,Hamburg Masters,Clay,R32,5,72,6-1 6-1,90,2,0,43,26,17,1,52,0,0,1,Sargis Sargsian,Federer,2003,5,2
2003-05-12,Hamburg Masters,Clay,R64,5,28,6-3 6-3,100,3,0,54,37,17,2,57,0,0,1,Max Mirnyi,Federer,2003,5,2
2003-05-05,Rome Masters,Clay,F,5,47,7-5 6-2 7-6(8),243,8,7,104,51,53,0,161,0,0,0,Felix Mantilla,Felix Mantilla,2003,5,3
2003-05-05,Rome Masters,Clay,SF,5,3,6-4 4-2 RET,85,3,1,40,16,24,2,57,1,0,1,Juan Carlos Ferrero,Federer,2003,5,3
2003-05-05,Rome Masters,Clay,QF,5,100,6-3 5-7 6-2,191,6,0,82,47,35,0,122,0,0,1,Filippo Volandri,Federer,2003,5,3
2003-05-05,Rome Masters,Clay,R16,5,19,6-1 6-1,84,1,2,38,24,14,0,49,0,0,1,Tommy Robredo,Federer,2003,5,2
2003-05-05,Rome Masters,Clay,R32,5,39,7-6(4) 6-2,168,14,1,73,51,22,0,108,0,0,1,Mariano Zabaleta,Federer,2003,5,2
2003-05-05,Rome Masters,Clay,R64,5,43,6-3 7-5,125,5,4,60,34,26,1,87,0,0,1,Paul Henri Mathieu,Federer,2003,5,2
2003-04-28,Munich,Clay,F,5,35,6-1 6-4,96,4,1,50,28,22,0,56,0,0,1,Jarkko Nieminen,Federer,2003,4,2
2003-04-28,Munich,Clay,SF,5,63,6-2 6-1,100,2,1,54,37,17,1,55,0,0,1,Stefan Koubek,Federer,2003,4,2
2003-04-28,Munich,Clay,QF,5,30,6-2 6-3,102,3,0,49,31,18,0,61,0,0,1,Mikhail Youzhny,Federer,2003,4,2
2003-04-28,Munich,Clay,R16,5,66,6-4 6-3,107,1,1,52,31,21,1,59,0,0,1,Raemon Sluiter,Federer,2003,4,2
2003-04-28,Munich,Clay,R32,5,103,6-4 6-3,112,6,6,63,36,27,0,65,0,0,1,Zeljko Krajan,Federer,2003,4,2
2003-04-04,Davis Cup WG QF: FRA vs SUI,Hard,RR,5,62,6-4 7-5 6-2,,,,,,,,,0,0,1,Nicolas Escude,Federer,2003,4,3
2003-04-04,Davis Cup WG QF: FRA vs SUI,Hard,RR,5,51,6-1 6-0 6-2,,,,,,,,,0,0,1,Fabrice Santoro,Federer,2003,4,3
2003-03-17,Miami Masters,Hard,QF,4,9,7-6(4) 4-6 7-6(7),249,13,5,127,78,49,4,192,0,0,0,Albert Costa,Albert Costa,2003,3,3
2003-03-17,Miami Masters,Hard,R16,4,14,6-3 6-2,128,1,3,64,28,36,0,77,0,0,1,Sjeng Schalken,Federer,2003,3,2
2003-03-17,Miami Masters,Hard,R32,4,33,6-1 3-6 6-1,129,9,2,66,43,23,3,75,0,0,1,Juan Ignacio Chela,Federer,2003,3,3
2003-03-17,Miami Masters,Hard,R64,4,82,6-2 7-5,121,7,4,58,34,24,3,81,0,0,1,Luis Horna,Federer,2003,3,2
2003-03-10,Indian Wells Masters,Hard,R32,4,24,7-5 7-6(3),163,4,3,76,43,33,6,105,0,0,0,Gustavo Kuerten,Gustavo Kuerten,2003,3,2
2003-03-10,Indian Wells Masters,Hard,R64,4,46,6-7(4) 6-4 4-1 RET,175,12,4,81,53,28,1,108,1,0,1,Felix Mantilla,Federer,2003,3,4
2003-02-24,Dubai,Hard,F,5,10,6-1 7-6(2),122,3,4,59,23,36,0,76,0,0,1,Jiri Novak,Federer,2003,2,2
2003-02-24,Dubai,Hard,SF,5,60,6-3 6-2,95,3,1,44,29,15,3,55,0,0,1,Ivan Ljubicic,Federer,2003,2,2
2003-02-24,Dubai,Hard,QF,5,113,7-5 6-3,140,4,1,77,53,24,1,78,0,0,1,Hicham Arazi,Federer,2003,2,2
2003-02-24,Dubai,Hard,R16,5,217,6-4 7-5,137,3,2,56,37,19,2,79,0,0,1,Maximilian Abel,Federer,2003,2,2
2003-02-24,Dubai,Hard,R32,5,103,6-3 6-3,116,2,2,50,31,19,4,63,0,0,1,Irakli Labadze,Federer,2003,2,2
2003-02-17,Rotterdam,Hard,SF,5,46,5-7 6-3 6-4,164,5,3,78,48,30,13,101,0,0,0,Max Mirnyi,Max Mirnyi,2003,2,3
2003-02-17,Rotterdam,Hard,QF,5,19,6-2 6-4,104,9,3,57,33,24,0,66,0,0,1,Sjeng Schalken,Federer,2003,2,2
2003-02-17,Rotterdam,Hard,R16,5,32,6-0 6-4,89,1,2,40,24,16,2,58,0,0,1,Fabrice Santoro,Federer,2003,2,2
2003-02-17,Rotterdam,Hard,R32,5,71,3-6 6-3 6-4,164,9,5,71,38,33,8,97,0,0,1,Thomas Enqvist,Federer,2003,2,3
2003-02-10,Marseille,Hard,F,6,86,6-2 7-6(6),143,5,2,63,41,22,8,84,0,0,1,Jonas Bjorkman,Federer,2003,2,2
2003-02-10,Marseille,Hard,SF,6,62,7-6(5) 6-3,132,3,1,57,41,16,4,86,0,0,1,Karol Kucera,Federer,2003,2,2
2003-02-10,Marseille,Hard,QF,6,78,6-4 4-6 6-4,185,12,8,93,57,36,4,108,0,0,1,Raemon Sluiter,Federer,2003,2,3
2003-02-10,Marseille,Hard,R16,6,35,6-3 6-3,121,10,2,66,39,27,3,67,0,0,1,Jarkko Nieminen,Federer,2003,2,2
2003-02-10,Marseille,Hard,R32,6,52,7-6(3) RET,81,5,2,38,24,14,7,51,1,0,1,Ivan Ljubicic,Federer,2003,2,2
2003-02-07,Davis Cup WG R1: NED vs SUI,Carpet,RR,6,77,6-2 6-1 6-3,,,,,,,,,0,0,1,Raemon Sluiter,Federer,2003,2,3
2003-02-07,Davis Cup WG R1: NED vs SUI,Carpet,RR,6,19,7-6(2) 6-4 7-5,,,,,,,,,0,0,1,Sjeng Schalken,Federer,2003,2,3
2003-01-13,Australian Open,Hard,R16,6,12,6-4 3-6 6-1 1-6 6-3,281,9,9,148,77,71,3,178,0,0,0,David Nalbandian,David Nalbandian,2003,1,5
2003-01-13,Australian Open,Hard,R32,6,145,6-3 6-4 6-2,167,9,0,72,45,27,4,96,0,0,1,Andreas Vinciguerra,Federer,2003,1,3
2003-01-13,Australian Open,Hard,R64,6,76,6-3 6-0 6-3,159,3,4,72,32,40,1,104,0,0,1,Lars Burgsmuller,Federer,2003,1,3
2003-01-13,Australian Open,Hard,R128,6,83,7-6(4) 7-5 6-3,265,8,8,126,70,56,3,168,0,0,1,Flavio Saretta,Federer,2003,1,3
2003-01-06,Sydney,Hard,R32,6,81,6-2 6-3,110,3,5,63,42,21,4,54,0,0,0,Franco Squillari,Franco Squillari,2003,1,2
2002-12-30,Doha,Hard,QF,6,42,6-4 7-5,147,2,4,78,44,34,4,94,0,0,0,Jan Michael Gambill,Jan Michael Gambill,2002,12,2
2002-12-30,Doha,Hard,R16,6,69,6-4 6-4,118,9,2,60,36,24,0,68,0,0,1,Michel Kratochvil,Federer,2002,12,2
2002-12-30,Doha,Hard,R32,6,139,6-2 6-7(4) 6-4,207,16,5,107,65,42,1,116,0,0,1,Andrei Stoliarov,Federer,2002,12,3
2002-11-11,Masters Cup,Hard,SF,6,1,7-5 5-7 7-5,246,3,5,114,62,52,7,180,0,0,0,Lleyton Hewitt,Lleyton Hewitt,2002,11,3
2002-11-11,Masters Cup,Hard,RR,6,4,6-3 6-4,112,4,5,55,30,25,2,72,0,0,1,Juan Carlos Ferrero,Federer,2002,11,2
2002-11-11,Masters Cup,Hard,RR,6,7,6-0 4-6 6-2,151,7,0,71,41,30,0,91,0,0,1,Jiri Novak,Federer,2002,11,3
2002-11-11,Masters Cup,Hard,RR,6,14,6-3 7-5,130,7,2,65,44,21,8,74,0,0,1,Thomas Johansson,Federer,2002,11,2
2002-10-28,Paris Masters,Carpet,QF,8,1,6-4 6-4,145,8,1,68,40,28,3,91,0,0,0,Lleyton Hewitt,Lleyton Hewitt,2002,10,2
2002-10-28,Paris Masters,Carpet,R16,8,7,6-2 7-6(2),132,7,4,64,31,33,5,75,0,0,1,Tommy Haas,Federer,2002,10,2
2002-10-28,Paris Masters,Carpet,R32,8,26,6-2 6-4,101,5,1,48,32,16,0,52,0,0,1,Xavier Malisse,Federer,2002,10,2
2002-10-21,Basel,Carpet,SF,8,18,6-7(2) 7-5 6-3,207,10,2,96,73,23,3,133,0,0,0,David Nalbandian,David Nalbandian,2002,10,3
2002-10-21,Basel,Carpet,QF,8,12,7-6(5) 6-1,126,4,1,50,29,21,14,70,0,0,1,Andy Roddick,Federer,2002,10,2
2002-10-21,Basel,Carpet,R16,8,143,6-3 7-6(1),119,8,1,60,40,20,8,68,0,0,1,Alexander Waske,Federer,2002,10,2
2002-10-21,Basel,Carpet,R32,8,92,6-3 6-3,114,4,1,49,31,18,4,76,0,0,1,Martin Verkerk,Federer,2002,10,2
2002-10-14,Madrid Masters,Hard,QF,7,50,7-5 6-3,131,4,1,60,44,16,1,78,0,0,0,Fabrice Santoro,Fabrice Santoro,2002,10,2
2002-10-14,Madrid Masters,Hard,R16,7,30,6-3 6-4,126,4,0,60,41,19,3,81,0,0,1,Nicolas Lapentti,Federer,2002,10,2
2002-10-14,Madrid Masters,Hard,R32,7,25,6-4 6-2,122,5,3,53,28,25,4,65,0,0,1,Marcelo Rios,Federer,2002,10,2
2002-10-07,Vienna,Hard,F,13,12,6-4 6-1 3-6 6-4,232,12,3,116,68,48,2,129,0,0,1,Jiri Novak,Federer,2002,10,4
2002-10-07,Vienna,Hard,SF,13,9,6-2 6-3,114,4,1,53,36,17,1,66,0,0,1,Carlos Moya,Federer,2002,10,2
2002-10-07,Vienna,Hard,QF,13,73,6-3 6-3,117,5,0,47,28,19,2,60,0,0,1,Bohdan Ulihrach,Federer,2002,10,2
2002-10-07,Vienna,Hard,R16,13,36,6-2 6-7(5) 6-4,197,4,2,106,59,47,3,116,0,0,1,Tommy Robredo,Federer,2002,10,3
2002-10-07,Vienna,Hard,R32,13,115,7-5 6-1,113,6,0,55,39,16,1,66,0,0,1,Zeljko Krajan,Federer,2002,10,2
2002-09-30,Moscow,Carpet,QF,13,4,7-5 6-4,132,5,2,75,46,29,3,79,0,0,0,Marat Safin,Marat Safin,2002,9,2
2002-09-30,Moscow,Carpet,R16,13,35,6-1 6-4,95,3,3,53,26,27,2,51,0,0,1,Jarkko Nieminen,Federer,2002,9,2
2002-09-30,Moscow,Carpet,R32,13,167,6-0 6-1,74,4,1,38,28,10,1,37,0,0,1,Denis Golovanov,Federer,2002,9,2
2002-09-20,Davis Cup WG PO: MAR vs SUI,Clay,RR,13,70,6-3 6-2 6-1,,,,,,,,,0,0,1,Hicham Arazi,Federer,2002,9,3
2002-09-20,Davis Cup WG PO: MAR vs SUI,Clay,RR,13,19,6-3 6-2 6-1,,,,,,,,,0,0,1,Younes El Aynaoui,Federer,2002,9,3
2002-08-26,US Open,Hard,R16,13,34,6-3 7-6(5) 6-4,194,4,4,93,48,45,11,112,0,0,0,Max Mirnyi,Max Mirnyi,2002,8,3
2002-08-26,US Open,Hard,R32,13,19,4-6 6-3 6-4 6-4,231,8,4,112,62,50,4,133,0,0,1,Xavier Malisse,Federer,2002,8,4
2002-08-26,US Open,Hard,R64,13,132,6-3 6-1 6-3,162,12,7,81,55,26,2,95,0,0,1,Michael Chang,Federer,2002,8,3
2002-08-26,US Open,Hard,R128,13,157,6-1 6-3 4-6 7-5,221,8,7,105,58,47,5,126,0,0,1,Jiri Vanek,Federer,2002,8,4
2002-08-19,Long Island,Hard,R32,13,65,6-7(5) 6-1 6-3,203,6,7,113,61,52,3,120,0,0,0,Nicolas Massu,Nicolas Massu,2002,8,3
2002-08-05,Cincinnati Masters,Hard,R64,14,34,2-6 6-4 6-3,153,7,5,76,39,37,13,101,0,0,0,Ivan Ljubicic,Ivan Ljubicic,2002,8,3
2002-07-29,Canada Masters,Hard,R64,10,19,7-6(10) 7-5,155,6,6,84,49,35,12,101,0,0,0,Guillermo Canas,Guillermo Canas,2002,7,2
2002-07-08,Gstaad,Clay,R16,11,110,3-6 6-3 6-2,155,7,2,83,38,45,8,85,0,0,0,Radek Stepanek,Radek Stepanek,2002,7,3
2002-07-08,Gstaad,Clay,R32,11,46,6-4 6-3,145,12,3,70,39,31,5,85,0,0,1,Hicham Arazi,Federer,2002,7,2
2002-06-24,Wimbledon,Grass,R128,9,154,6-3 7-6(2) 6-3,182,1,8,86,47,39,5,100,0,0,0,Mario Ancic,Mario Ancic,2002,6,3
2002-06-17,s Hertogenbosch,Grass,QF,9,31,3-6 7-5 6-3,170,3,8,84,48,36,2,98,0,0,0,Sjeng Schalken,Sjeng Schalken,2002,6,3
2002-06-17,s Hertogenbosch,Grass,R16,9,127,6-4 RET,61,1,0,35,20,15,1,36,1,0,1,Ivo Heuberger,Federer,2002,6,2
2002-06-17,s Hertogenbosch,Grass,R32,9,,6-2 7-5,106,3,2,57,33,24,6,58,0,0,1,Richard Krajicek,Federer,2002,6,2
2002-06-10,Halle,Grass,SF,10,66,4-6 6-4 6-4,167,11,5,83,44,39,5,102,0,0,0,Nicolas Kiefer,Nicolas Kiefer,2002,6,3
2002-06-10,Halle,Grass,QF,10,67,6-3 6-4,106,9,1,58,42,16,0,59,0,0,1,Mikhail Youzhny,Federer,2002,6,2
2002-06-10,Halle,Grass,R16,10,206,6-2 6-4,124,5,4,60,33,27,7,66,0,0,1,David Prinosil,Federer,2002,6,2
2002-06-10,Halle,Grass,R32,10,,6-7(5) 6-3 6-4,198,15,5,92,59,33,10,105,0,0,1,Hendrik Dreekmann,Federer,2002,6,3
2002-05-27,Roland Garros,Clay,R128,8,45,6-3 6-2 6-4,165,5,4,85,43,42,1,95,0,0,0,Hicham Arazi,Hicham Arazi,2002,5,3
2002-05-13,Hamburg Masters,Clay,F,14,5,6-1 6-3 6-4,198,4,2,81,43,38,4,122,0,0,1,Marat Safin,Federer,2002,5,3
2002-05-13,Hamburg Masters,Clay,SF,14,39,6-4 6-4,140,7,1,59,39,20,4,84,0,0,1,Max Mirnyi,Federer,2002,5,2
2002-05-13,Hamburg Masters,Clay,QF,14,7,6-0 1-6 6-2,149,7,4,69,35,34,4,85,0,0,1,Gustavo Kuerten,Federer,2002,5,3
2002-05-13,Hamburg Masters,Clay,R16,14,67,7-5 6-4,125,2,1,64,39,25,2,71,0,0,1,Adrian Voinea,Federer,2002,5,2
2002-05-13,Hamburg Masters,Clay,R32,14,42,6-3 6-0,84,4,2,37,18,19,2,42,0,0,1,Bohdan Ulihrach,Federer,2002,5,2
2002-05-13,Hamburg Masters,Clay,R64,14,29,6-1 6-4,134,5,1,71,50,21,2,81,0,0,1,Nicolas Lapentti,Federer,2002,5,2
2002-05-06,Rome Masters,Clay,R64,11,58,6-4 6-4,108,6,0,56,31,25,4,72,0,0,0,Andrea Gaudenzi,Andrea Gaudenzi,2002,5,2
2002-04-15,Monte Carlo Masters,Clay,R32,11,35,6-2 6-1,104,3,0,63,43,20,0,61,0,0,0,David Nalbandian,David Nalbandian,2002,4,2
2002-04-15,Monte Carlo Masters,Clay,R64,11,69,7-6(2) 6-4,,,,,,,,,0,0,1,Mariano Zabaleta,Federer,2002,4,2
