Date,Tournament,Surface,Round,Roger's Ranking,Opponent's Ranking,Score,Total Points,Aces,Double Faults,Service Points,First Serve Points,Second Serve Points,Opponent Aces,Time,Abandon,W/O,RF Win,Adversaire,Decompte ATP,Year,Month,Nber of Sets
2017-07-03,Wimbledon,Grass,QF,5,7,6-4 6-2 7-6(4),185,11,2,89,61,28,11,117,0,0,1,Milos Raonic,Federer,2017,7,3
2017-07-03,Wimbledon,Grass,R16,5,11,6-4 6-2 6-4,166,8,0,75,52,23,7,97,0,0,1,Grigor Dimitrov,Federer,2017,7,3
2017-07-03,Wimbledon,Grass,R32,5,30,7-6(3) 6-4 6-4,190,13,1,88,53,35,6,109,0,0,1,Mischa Zverev,Federer,2017,7,3
2017-07-03,Wimbledon,Grass,R64,5,79,7-6(0) 6-3 6-2,165,9,2,78,47,31,3,90,0,0,1,Dusan Lajovic,Federer,2017,7,3
2017-07-03,Wimbledon,Grass,R128,5,84,6-3 3-0 RET,86,10,1,36,27,9,2,42,1,0,1,Alexandr Dolgopolov,Federer,2017,7,3
2017-06-19,Halle,Grass,F,5,12,6-1 6-3,91,4,0,42,28,14,5,53,0,0,1,Alexander Zverev,Federer,2017,6,2
2017-06-19,Halle,Grass,SF,5,38,6-4 7-6(5),146,3,2,77,51,26,3,85,0,0,1,Karen Khachanov,Federer,2017,6,2
2017-06-19,Halle,Grass,QF,5,134,6-3 6-4,127,11,0,56,36,20,5,66,0,0,1,Florian Mayer,Federer,2017,6,2
2017-06-19,Halle,Grass,R16,5,29,7-6(4) 6-4,147,5,0,66,35,31,4,90,0,0,1,Mischa Zverev,Federer,2017,6,2
2017-06-19,Halle,Grass,R32,5,66,6-3 6-1,94,8,0,42,29,13,0,52,0,0,1,Yuichi Sugita,Federer,2017,6,2
2017-06-12,Stuttgart,Grass,R16,5,302,2-6 7-6(8) 6-4,201,23,2,94,70,24,12,114,0,0,0,Tommy Haas,Tommy Haas,2017,6,3
2017-03-20,Miami Masters,Hard,F,6,7,6-3 6-4,127,5,1,62,39,23,4,94,0,0,1,Rafael Nadal,Federer,2017,3,2
2017-03-20,Miami Masters,Hard,SF,6,16,7-6(9) 6-7(9) 7-6(5),270,10,3,122,74,48,14,190,0,0,1,Nick Kyrgios,Federer,2017,3,3
2017-03-20,Miami Masters,Hard,QF,6,14,6-2 3-6 7-6(6),180,11,5,85,51,34,9,117,0,0,1,Tomas Berdych,Federer,2017,3,3
2017-03-20,Miami Masters,Hard,R16,6,18,7-6(5) 7-6(4),170,8,1,72,35,37,1,117,0,0,1,Roberto Bautista Agut,Federer,2017,3,2
2017-03-20,Miami Masters,Hard,R32,6,34,6-3 6-4,122,7,0,60,35,25,6,82,0,0,1,Juan Martin Del Potro,Federer,2017,3,2
2017-03-20,Miami Masters,Hard,R64,6,101,7-6(2) 6-3,118,8,0,56,32,24,6,72,0,0,1,Frances Tiafoe,Federer,2017,3,2
2017-03-06,Indian Wells Masters,Hard,F,10,3,6-4 7-5,129,2,1,57,36,21,5,80,0,0,1,Stan Wawrinka,Federer,2017,3,2
2017-03-06,Indian Wells Masters,Hard,SF,10,18,6-1 7-6(4),121,8,2,62,33,29,4,74,0,0,1,Jack Sock,Federer,2017,3,2
2017-03-06,Indian Wells Masters,Hard,QF,10,16,W/O,,,,,,,,,0,1,1,Nick Kyrgios,,2017,3,1
2017-03-06,Indian Wells Masters,Hard,R16,10,6,6-2 6-3,99,5,1,45,25,20,2,68,0,0,1,Rafael Nadal,Federer,2017,3,2
2017-03-06,Indian Wells Masters,Hard,R32,10,27,7-6(3) 7-6(4),162,12,4,78,47,31,3,94,0,0,1,Steve Johnson,Federer,2017,3,2
2017-03-06,Indian Wells Masters,Hard,R64,10,81,6-2 6-1,88,4,1,41,24,17,1,51,0,0,1,Stephane Robert,Federer,2017,3,2
2017-02-27,Dubai,Hard,R16,10,116,3-6 7-6(7) 7-6(5),204,12,2,109,80,29,6,122,0,0,0,Evgeny Donskoy,Evgeny Donskoy,2017,2,3
2017-02-27,Dubai,Hard,R32,10,39,6-1 6-3,104,5,0,55,33,22,2,54,0,0,1,Benoit Paire,Federer,2017,2,2
2017-01-16,Australian Open,Hard,F,17,9,6-4 3-6 6-1 3-6 6-3,289,20,3,138,85,53,4,217,0,0,1,Rafael Nadal,Federer,2017,1,5
2017-01-16,Australian Open,Hard,SF,17,4,7-5 6-3 1-6 4-6 6-3,278,11,3,143,86,57,10,184,0,0,1,Stan Wawrinka,Federer,2017,1,5
2017-01-16,Australian Open,Hard,QF,17,50,6-1 7-5 6-2,176,9,1,79,54,25,5,92,0,0,1,Mischa Zverev,Federer,2017,1,3
2017-01-16,Australian Open,Hard,R16,17,5,6-7(4) 6-4 6-1 4-6 6-3,312,24,6,148,100,48,5,203,0,0,1,Kei Nishikori,Federer,2017,1,5
2017-01-16,Australian Open,Hard,R32,17,10,6-2 6-4 6-4,151,8,2,70,41,29,13,90,0,0,1,Tomas Berdych,Federer,2017,1,3
2017-01-16,Australian Open,Hard,R64,17,200,7-5 6-3 7-6(3),214,17,2,112,67,45,2,123,0,0,1,Noah Rubin,Federer,2017,1,3
2017-01-16,Australian Open,Hard,R128,17,300,7-5 3-6 6-2 6-2,214,19,1,103,66,37,4,125,0,0,1,Jurgen Melzer,Federer,2017,1,4
2016-06-27,Wimbledon,Grass,SF,3,7,6-3 6-7(3) 4-6 7-5 6-3,327,16,5,160,98,62,23,204,0,0,0,Milos Raonic,Milos Raonic,2016,6,5
2016-06-27,Wimbledon,Grass,QF,3,13,6-7(4) 4-6 6-3 7-6(9) 6-3,332,27,0,169,106,63,23,197,0,0,1,Marin Cilic,Federer,2016,6,5
2016-06-27,Wimbledon,Grass,R16,3,29,6-2 6-3 7-5,184,6,2,83,55,28,8,96,0,0,1,Steve Johnson,Federer,2016,6,3
2016-06-27,Wimbledon,Grass,R32,3,91,6-4 6-2 6-2,161,11,0,67,45,22,0,86,0,0,1,Daniel Evans,Federer,2016,6,3
2016-06-27,Wimbledon,Grass,R64,3,772,6-0 6-3 6-4,156,9,0,73,45,28,9,84,0,0,1,Marcus Willis,Federer,2016,6,3
2016-06-27,Wimbledon,Grass,R128,3,52,7-6(5) 7-6(3) 6-3,213,12,0,94,60,34,5,125,0,0,1,Guido Pella,Federer,2016,6,3
2016-06-13,Halle,Grass,SF,3,38,7-6(4) 5-7 6-3,201,7,2,97,58,39,8,126,0,0,0,Alexander Zverev,Alexander Zverev,2016,6,3
2016-06-13,Halle,Grass,QF,3,11,6-1 7-6(10),131,6,2,53,36,17,2,81,0,0,1,David Goffin,Federer,2016,6,2
2016-06-13,Halle,Grass,R16,3,64,6-3 7-5,114,5,0,58,39,19,3,68,0,0,1,Malek Jaziri,Federer,2016,6,2
2016-06-13,Halle,Grass,R32,3,88,6-4 7-6(3),128,11,2,56,35,21,5,73,0,0,1,Jan Lennard Struff,Federer,2016,6,2
2016-06-06,Stuttgart,Grass,SF,3,7,3-6 7-6(7) 6-4,211,9,2,109,69,40,9,117,0,0,0,Dominic Thiem,Dominic Thiem,2016,6,3
2016-06-06,Stuttgart,Grass,QF,3,226,7-6(2) 7-6(1),163,15,3,79,49,30,5,85,0,0,1,Florian Mayer,Federer,2016,6,2
2016-06-06,Stuttgart,Grass,R16,3,65,6-4 5-7 6-4,190,8,2,95,61,34,9,100,0,0,1,Taylor Fritz,Federer,2016,6,3
2016-05-09,Rome Masters,Clay,R16,2,15,7-6(2) 6-4,138,5,1,75,47,28,5,78,0,0,0,Dominic Thiem,Dominic Thiem,2016,5,2
2016-05-09,Rome Masters,Clay,R32,2,44,6-3 7-5,131,1,0,59,33,26,4,87,0,0,1,Alexander Zverev,Federer,2016,5,2
2016-04-11,Monte Carlo Masters,Clay,QF,3,9,3-6 6-2 7-5,191,1,4,84,49,35,8,126,0,0,0,Jo Wilfried Tsonga,Jo Wilfried Tsonga,2016,4,3
2016-04-11,Monte Carlo Masters,Clay,R16,3,17,6-2 6-4,116,5,2,52,33,19,2,68,0,0,1,Roberto Bautista Agut,Federer,2016,4,2
2016-04-11,Monte Carlo Masters,Clay,R32,3,38,6-3 6-4,112,4,3,53,34,19,0,74,0,0,1,Guillermo Garcia Lopez,Federer,2016,4,2
2016-01-18,Australian Open,Hard,SF,3,1,6-1 6-2 3-6 6-3,197,5,1,100,57,43,10,139,0,0,0,Novak Djokovic,Novak Djokovic,2016,1,4
2016-01-18,Australian Open,Hard,QF,3,6,7-6 6-2 6-4,198,9,3,87,60,27,9,136,0,0,1,Tomas Berdych,Federer,2016,1,3
2016-01-18,Australian Open,Hard,R16,3,16,6-2 6-1 6-4,150,7,1,67,42,25,5,88,0,0,1,David Goffin,Federer,2016,1,3
2016-01-18,Australian Open,Hard,R32,3,28,6-4 3-6 6-1 6-4,238,13,5,112,69,43,8,160,0,0,1,Grigor Dimitrov,Federer,2016,1,4
2016-01-18,Australian Open,Hard,R64,3,35,6-3 7-5 6-1,169,25,2,72,49,23,3,93,0,0,1,Alexandr Dolgopolov,Federer,2016,1,3
2016-01-18,Australian Open,Hard,R128,3,118,6-2 6-1 6-2,124,6,3,56,36,20,2,72,0,0,1,Nikoloz Basilashvili,Federer,2016,1,3
2016-01-04,Brisbane,Hard,F,3,14,6-4 6-4,121,7,3,61,34,27,6,87,0,0,0,Milos Raonic,Milos Raonic,2016,1,2
2016-01-04,Brisbane,Hard,SF,3,20,6-1 6-4,104,6,0,49,27,22,2,60,0,0,1,Dominic Thiem,Federer,2016,1,2
2016-01-04,Brisbane,Hard,QF,3,28,6-4 6-7(4) 6-4,187,7,1,83,52,31,8,127,0,0,1,Grigor Dimitrov,Federer,2016,1,3
2016-01-04,Brisbane,Hard,R16,3,277,6-2 6-1,86,2,1,40,22,18,2,55,0,0,1,Tobias Kamke,Federer,2016,1,2
2015-11-15,Tour Finals,Hard,F,3,1,6-3 6-4,115,6,2,59,38,21,5,80,0,0,0,Novak Djokovic,Novak Djokovic,2015,11,2
2015-11-15,Tour Finals,Hard,SF,3,4,7-5 6-3,127,6,3,64,41,23,6,,0,0,1,Stan Wawrinka,Federer,2015,11,2
2015-11-15,Tour Finals,Hard,RR,3,6,6-4 6-2,98,4,4,46,28,18,4,,0,0,1,Tomas Berdych,Federer,2015,11,2
2015-11-15,Tour Finals,Hard,RR,3,1,7-5 6-2,116,6,2,52,36,16,2,,0,0,1,Novak Djokovic,Federer,2015,11,2
2015-11-15,Tour Finals,Hard,RR,3,8,7-5 4-6 6-4,189,10,4,94,51,43,2,,0,0,1,Kei Nishikori,Federer,2015,11,3
2015-11-02,Paris Masters,Hard,R16,2,13,7-6(3) 3-6 7-6(5),218,13,4,113,74,39,27,,0,0,0,John Isner,John Isner,2015,11,3
2015-11-02,Paris Masters,Hard,R32,2,28,6-1 6-1,83,4,1,40,26,14,2,,0,0,1,Andreas Seppi,Federer,2015,11,2
2015-10-26,Basel,Hard,F,3,7,6-3 5-7 6-3,180,12,2,90,61,29,0,123,0,0,1,Rafael Nadal,Federer,2015,10,3
2015-10-26,Basel,Hard,SF,3,29,6-3 6-4,110,5,1,56,39,17,3,,0,0,1,Jack Sock,Federer,2015,10,2
2015-10-26,Basel,Hard,QF,3,17,6-3 3-6 6-1,157,7,4,82,43,39,2,,0,0,1,David Goffin,Federer,2015,10,3
2015-10-26,Basel,Hard,R16,3,32,6-4 4-6 6-4,159,13,2,80,48,32,11,,0,0,1,Philipp Kohlschreiber,Federer,2015,10,3
2015-10-26,Basel,Hard,R32,3,64,6-1 6-2,93,5,3,40,22,18,1,,0,0,1,Mikhail Kukushkin,Federer,2015,10,2
2015-10-11,Shanghai Masters,Hard,R32,3,70,7-6(4) 2-6 6-3,193,15,1,77,55,22,6,,0,0,0,Albert Ramos,Albert Ramos,2015,10,3
2015-09-18,Davis Cup WG PO: SUI vs NED,Hard,RR,2,436,6-3 6-4 6-3,,,,,,,,,0,0,1,Jesse Huta Galung,Federer,2015,9,3
2015-09-18,Davis Cup WG PO: SUI vs NED,Hard,RR,2,144,6-3 6-2 6-4,,,,,,,,,0,0,1,Thiemo De Bakker,Federer,2015,9,3
2015-08-31,US Open,Hard,F,2,1,6-4 5-7 6-4 6-4,292,11,5,137,87,50,3,200,0,0,0,Novak Djokovic,Novak Djokovic,2015,8,4
2015-08-31,US Open,Hard,SF,2,5,6-4 6-3 6-1,155,10,2,77,50,27,6,,0,0,1,Stan Wawrinka,Federer,2015,8,3
2015-08-31,US Open,Hard,QF,2,12,6-3 6-3 6-1,143,16,2,70,53,17,1,,0,0,1,Richard Gasquet,Federer,2015,8,3
2015-08-31,US Open,Hard,R16,2,13,7-6(0) 7-6(6) 7-5,244,13,1,111,65,46,17,,0,0,1,John Isner,Federer,2015,8,3
2015-08-31,US Open,Hard,R32,2,29,6-3 6-4 6-4,155,5,4,83,50,33,1,,0,0,1,Philipp Kohlschreiber,Federer,2015,8,3
2015-08-31,US Open,Hard,R64,2,66,6-1 6-2 6-1,141,12,1,61,43,18,2,,0,0,1,Steve Darcis,Federer,2015,8,3
2015-08-31,US Open,Hard,R128,2,34,6-1 6-2 6-2,136,11,5,66,43,23,1,,0,0,1,Leonardo Mayer,Federer,2015,8,3
2015-08-16,Cincinnati Masters,Hard,F,3,1,7-6(1) 6-3,140,7,2,61,35,26,5,90,0,0,1,Novak Djokovic,Federer,2015,8,2
2015-08-16,Cincinnati Masters,Hard,SF,3,2,6-4 7-6(6),144,4,2,64,35,29,9,,0,0,1,Andy Murray,Federer,2015,8,2
2015-08-16,Cincinnati Masters,Hard,QF,3,23,6-3 6-4,108,8,0,53,37,16,9,,0,0,1,Feliciano Lopez,Federer,2015,8,2
2015-08-16,Cincinnati Masters,Hard,R16,3,15,6-1 6-1,88,4,2,36,22,14,6,,0,0,1,Kevin Anderson,Federer,2015,8,2
2015-08-16,Cincinnati Masters,Hard,R32,3,22,6-4 6-4,121,6,2,49,21,28,4,,0,0,1,Roberto Bautista Agut,Federer,2015,8,2
2015-06-29,Wimbledon,Grass,F,2,1,7-6(1) 6-7(10) 6-4 6-3,286,14,3,141,94,47,13,176,0,0,0,Novak Djokovic,Novak Djokovic,2015,6,4
2015-06-29,Wimbledon,Grass,SF,2,3,7-5 7-5 6-4,198,20,1,91,69,22,12,,0,0,1,Andy Murray,Federer,2015,6,3
2015-06-29,Wimbledon,Grass,QF,2,13,6-3 7-5 6-2,158,11,1,75,55,20,1,,0,0,1,Gilles Simon,Federer,2015,6,3
2015-06-29,Wimbledon,Grass,R16,2,22,6-2 6-2 6-3,140,7,0,56,38,18,2,,0,0,1,Roberto Bautista Agut,Federer,2015,6,3
2015-06-29,Wimbledon,Grass,R32,2,69,6-4 6-4 6-7(5) 6-2,238,17,1,108,67,41,21,,0,0,1,Samuel Groth,Federer,2015,6,4
2015-06-29,Wimbledon,Grass,R64,2,36,6-4 6-2 6-2,156,6,2,77,47,30,7,,0,0,1,Sam Querrey,Federer,2015,6,3
2015-06-29,Wimbledon,Grass,R128,2,88,6-1 6-3 6-3,133,6,0,64,41,23,2,,0,0,1,Damir Dzumhur,Federer,2015,6,3
2015-06-15,Halle,Grass,F,2,45,7-6(1) 6-4,157,14,0,73,53,20,1,108,0,0,1,Andreas Seppi,Federer,2015,6,2
2015-06-15,Halle,Grass,SF,2,27,7-6(3) 7-6(4),149,6,0,78,57,21,20,,0,0,1,Ivo Karlovic,Federer,2015,6,2
2015-06-15,Halle,Grass,QF,2,487,6-0 7-6(1),117,9,3,57,37,20,3,,0,0,1,Florian Mayer,Federer,2015,6,2
2015-06-15,Halle,Grass,R16,2,86,6-3 7-5,116,3,4,60,40,20,4,,0,0,1,Ernests Gulbis,Federer,2015,6,2
2015-06-15,Halle,Grass,R32,2,31,7-6(8) 3-6 7-6(5),217,15,2,109,78,31,4,,0,0,1,Philipp Kohlschreiber,Federer,2015,6,3
2015-05-24,Roland Garros,Clay,QF,2,9,6-4 6-3 7-6(4),204,7,0,112,71,41,4,129,0,0,0,Stan Wawrinka,Stan Wawrinka,2015,5,3
2015-05-24,Roland Garros,Clay,R16,2,14,6-3 4-6 6-4 6-1,222,2,1,100,61,39,6,130,0,0,1,Gael Monfils,Federer,2015,5,4
2015-05-24,Roland Garros,Clay,R32,2,88,6-4 6-3 6-2,163,4,1,82,53,29,3,88,0,0,1,Damir Dzumhur,Federer,2015,5,3
2015-05-24,Roland Garros,Clay,R64,2,57,6-2 7-6(1) 6-3,171,3,0,77,49,28,2,107,0,0,1,Marcel Granollers,Federer,2015,5,3
2015-05-24,Roland Garros,Clay,R128,2,109,6-3 6-3 6-4,190,8,0,81,58,23,2,110,0,0,1,Alejandro Falla,Federer,2015,5,3
2015-05-10,Rome Masters,Clay,F,2,1,6-4 6-3,115,7,1,62,39,23,5,76,0,0,0,Novak Djokovic,Novak Djokovic,2015,5,2
2015-05-10,Rome Masters,Clay,SF,2,9,6-4 6-2,93,6,1,48,35,13,4,55,0,0,1,Stan Wawrinka,Federer,2015,5,2
2015-05-10,Rome Masters,Clay,QF,2,5,6-3 6-3,94,2,0,48,29,19,3,67,0,0,1,Tomas Berdych,Federer,2015,5,2
2015-05-10,Rome Masters,Clay,R16,2,16,6-3 7-5,119,5,1,59,37,22,14,76,0,0,1,Kevin Anderson,Federer,2015,5,2
2015-05-10,Rome Masters,Clay,R32,2,24,7-6(3) 6-4,130,8,0,59,36,23,5,81,0,0,1,Pablo Cuevas,Federer,2015,5,2
2015-05-03,Madrid Masters,Clay,R32,2,35,6-7(2) 7-6(5) 7-6(12),258,16,1,129,74,55,22,157,0,0,0,Nick Kyrgios,Nick Kyrgios,2015,5,3
2015-04-27,Istanbul,Clay,F,2,23,6-3 7-6(11),150,7,2,72,51,21,3,96,0,0,1,Pablo Cuevas,Federer,2015,4,2
2015-04-27,Istanbul,Clay,SF,2,63,2-6 6-2 7-5,185,6,1,83,44,39,4,115,0,0,1,Diego Schwartzman,Federer,2015,4,3
2015-04-27,Istanbul,Clay,QF,2,62,7-6(3) 6-7(5) 6-3,233,11,2,106,68,38,2,148,0,0,1,Daniel Gimeno Traver,Federer,2015,4,3
2015-04-27,Istanbul,Clay,R16,2,71,6-2 7-5,113,9,2,49,31,18,0,61,0,0,1,Jarkko Nieminen,Federer,2015,4,2
2015-04-12,Monte Carlo Masters,Clay,R16,2,18,6-4 7-6(5),168,4,1,87,45,42,3,105,0,0,0,Gael Monfils,Gael Monfils,2015,4,2
2015-04-12,Monte Carlo Masters,Clay,R32,2,35,6-2 6-1,91,5,1,41,31,10,1,55,0,0,1,Jeremy Chardy,Federer,2015,4,2
2015-03-12,Indian Wells Masters,Hard,F,2,1,6-3 6-7(5) 6-2,199,6,3,98,57,41,8,138,0,0,0,Novak Djokovic,Novak Djokovic,2015,3,3
2015-03-12,Indian Wells Masters,Hard,SF,2,6,7-5 6-4,127,5,0,63,42,21,9,86,0,0,1,Milos Raonic,Federer,2015,3,2
2015-03-12,Indian Wells Masters,Hard,QF,2,9,6-4 6-0,97,1,1,40,26,14,2,69,0,0,1,Tomas Berdych,Federer,2015,3,2
2015-03-12,Indian Wells Masters,Hard,R16,2,58,6-3 6-2,115,8,0,43,29,14,3,70,0,0,1,Jack Sock,Federer,2015,3,2
2015-03-12,Indian Wells Masters,Hard,R32,2,33,6-3 6-4,136,6,3,59,36,23,3,82,0,0,1,Andreas Seppi,Federer,2015,3,2
2015-03-12,Indian Wells Masters,Hard,R64,2,63,6-4 6-2,105,8,1,47,23,24,1,63,0,0,1,Diego Schwartzman,Federer,2015,3,2
2015-02-23,Dubai,Hard,F,2,1,6-3 7-5,141,12,1,79,51,28,1,84,0,0,1,Novak Djokovic,Federer,2015,2,2
2015-02-23,Dubai,Hard,SF,2,84,6-2 6-1,89,3,3,49,32,17,2,56,0,0,1,Borna Coric,Federer,2015,2,2
2015-02-23,Dubai,Hard,QF,2,27,6-1 RET,37,3,0,12,8,4,0,21,1,0,1,Richard Gasquet,Federer,2015,2,2
2015-02-23,Dubai,Hard,R16,2,31,6-4 6-3,93,4,0,40,28,12,5,60,0,0,1,Fernando Verdasco,Federer,2015,2,2
2015-02-23,Dubai,Hard,R32,2,55,6-3 6-1,94,8,2,49,31,18,0,56,0,0,1,Mikhail Youzhny,Federer,2015,2,2
2015-01-19,Australian Open,Hard,R32,2,46,6-4 7-6(5) 4-6 7-6(5),289,15,9,138,82,56,4,177,0,0,0,Andreas Seppi,Andreas Seppi,2015,1,4
2015-01-19,Australian Open,Hard,R64,2,48,3-6 6-3 6-2 6-2,201,16,0,92,64,28,8,129,0,0,1,Simone Bolelli,Federer,2015,1,4
2015-01-19,Australian Open,Hard,R128,2,47,6-4 6-2 7-5,180,9,3,83,56,27,1,113,0,0,1,Yen Hsun Lu,Federer,2015,1,3
2015-01-04,Brisbane,Hard,F,2,8,6-4 6-7(2) 6-4,208,21,0,100,64,36,14,133,0,0,1,Milos Raonic,Federer,2015,1,3
2015-01-04,Brisbane,Hard,SF,2,11,6-2 6-2,96,1,1,48,33,15,4,53,0,0,1,Grigor Dimitrov,Federer,2015,1,2
2015-01-04,Brisbane,Hard,QF,2,125,6-0 6-1,68,12,2,30,21,9,0,41,0,0,1,James Duckworth,Federer,2015,1,2
2015-01-04,Brisbane,Hard,R16,2,153,4-6 6-4 6-3,197,8,3,85,50,35,2,122,0,0,1,John Millman,Federer,2015,1,3
2014-11-21,Davis Cup WG F: FRA vs SUI,Clay,RR,2,19,6-1 6-4 6-3,,,,,,,,,0,0,0,Gael Monfils,Gael Monfils,2014,11,3
2014-11-21,Davis Cup WG F: FRA vs SUI,Clay,RR,2,26,6-4 6-2 6-2,,,,,,,,,0,0,1,Richard Gasquet,Federer,2014,11,3
2014-11-09,Tour Finals,Hard,F,2,1,W/O,,,,,,,,,0,1,0,Novak Djokovic,,2014,11,1
2014-11-09,Tour Finals,Hard,SF,2,4,4-6 7-5 7-6(6),231,4,0,108,57,51,10,168,0,0,1,Stan Wawrinka,Federer,2014,11,3
2014-11-09,Tour Finals,Hard,RR,2,5,6-3 6-2,111,7,1,59,34,25,1,69,0,0,1,Kei Nishikori,Federer,2014,11,2
2014-11-09,Tour Finals,Hard,RR,2,6,6-0 6-1,78,0,1,36,14,22,3,56,0,0,1,Andy Murray,Federer,2014,11,2
2014-11-09,Tour Finals,Hard,RR,2,8,6-1 7-6(0),135,5,2,75,42,33,10,89,0,0,1,Milos Raonic,Federer,2014,11,2
2014-10-27,Paris Masters,Hard,QF,2,10,7-6(5) 7-5,139,8,1,69,43,26,21,93,0,0,0,Milos Raonic,Milos Raonic,2014,10,2
2014-10-27,Paris Masters,Hard,R16,2,176,6-4 6-4,131,4,1,54,29,25,7,75,0,0,1,Lucas Pouille,Federer,2014,10,2
2014-10-27,Paris Masters,Hard,R32,2,30,7-6(5) 6-7(5) 6-4,242,10,3,123,72,51,7,152,0,0,1,Jeremy Chardy,Federer,2014,10,3
2014-10-20,Basel,Hard,F,2,28,6-2 6-2,84,5,1,37,22,15,6,52,0,0,1,David Goffin,Federer,2014,10,2
2014-10-20,Basel,Hard,SF,2,31,7-6(8) 3-6 6-3,171,7,3,86,55,31,33,102,0,0,1,Ivo Karlovic,Federer,2014,10,3
2014-10-20,Basel,Hard,QF,2,11,7-6(4) 6-2,139,10,1,65,37,28,7,90,0,0,1,Grigor Dimitrov,Federer,2014,10,2
2014-10-20,Basel,Hard,R16,2,55,3-6 6-3 6-4,169,6,0,71,44,27,11,108,0,0,1,Denis Istomin,Federer,2014,10,3
2014-10-20,Basel,Hard,R32,2,51,6-2 6-1,74,9,2,36,21,15,3,46,0,0,1,Gilles Muller,Federer,2014,10,2
2014-10-05,Shanghai Masters,Hard,F,3,29,7-6(6) 7-6(2),161,4,0,71,50,21,3,113,0,0,1,Gilles Simon,Federer,2014,10,2
2014-10-05,Shanghai Masters,Hard,SF,3,1,6-4 6-4,149,8,1,72,51,21,5,96,0,0,1,Novak Djokovic,Federer,2014,10,2
2014-10-05,Shanghai Masters,Hard,QF,3,30,7-6(4) 6-0,112,11,0,48,37,11,5,70,0,0,1,Julien Benneteau,Federer,2014,10,2
2014-10-05,Shanghai Masters,Hard,R16,3,18,6-4 6-2,113,8,0,53,37,16,0,73,0,0,1,Roberto Bautista Agut,Federer,2014,10,2
2014-10-05,Shanghai Masters,Hard,R32,3,25,7-5 3-6 7-6(7),247,10,2,130,92,38,3,162,0,0,1,Leonardo Mayer,Federer,2014,10,3
2014-09-12,Davis Cup WG SF: SUI vs ITA,Hard,RR,3,76,7-6(5) 6-4 6-4,,,,,,,,,0,0,1,Simone Bolelli,Federer,2014,9,3
2014-09-12,Davis Cup WG SF: SUI vs ITA,Hard,RR,3,17,6-2 6-3 7-6(4),,,,,,,,,0,0,1,Fabio Fognini,Federer,2014,9,3
2014-08-25,US Open,Hard,SF,3,16,6-3 6-4 6-4,165,12,1,84,52,32,13,105,0,0,0,Marin Cilic,Marin Cilic,2014,8,3
2014-08-25,US Open,Hard,QF,3,24,4-6 3-6 6-4 7-5 6-2,308,5,2,151,86,65,6,200,0,0,1,Gael Monfils,Federer,2014,8,5
2014-08-25,US Open,Hard,R16,3,19,6-4 6-3 6-2,189,8,5,87,51,36,2,116,0,0,1,Roberto Bautista Agut,Federer,2014,8,3
2014-08-25,US Open,Hard,R32,3,42,4-6 6-1 6-1 6-1,192,12,0,93,58,35,5,118,0,0,1,Marcel Granollers,Federer,2014,8,4
2014-08-25,US Open,Hard,R64,3,104,6-4 6-4 6-4,188,9,4,79,49,30,9,108,0,0,1,Samuel Groth,Federer,2014,8,3
2014-08-25,US Open,Hard,R128,3,76,6-3 6-4 7-6(4),207,10,1,87,60,27,4,127,0,0,1,Marinko Matosevic,Federer,2014,8,3
2014-08-10,Cincinnati Masters,Hard,F,3,6,6-3 1-6 6-2,162,6,2,74,47,27,3,102,0,0,1,David Ferrer,Federer,2014,8,3
2014-08-10,Cincinnati Masters,Hard,SF,3,7,6-2 6-3,109,2,0,52,33,19,6,69,0,0,1,Milos Raonic,Federer,2014,8,2
2014-08-10,Cincinnati Masters,Hard,QF,3,9,6-3 7-5,136,3,3,63,38,25,6,93,0,0,1,Andy Murray,Federer,2014,8,2
2014-08-10,Cincinnati Masters,Hard,R16,3,23,6-4 4-6 6-3,178,4,5,87,52,35,7,109,0,0,1,Gael Monfils,Federer,2014,8,3
2014-08-10,Cincinnati Masters,Hard,R32,3,46,7-6(4) 5-7 6-2,187,6,0,88,61,27,8,122,0,0,1,Vasek Pospisil,Federer,2014,8,3
2014-08-04,Canada Masters,Hard,F,3,15,7-5 7-6(3),170,7,4,100,64,36,11,108,0,0,0,Jo Wilfried Tsonga,Jo Wilfried Tsonga,2014,8,2
2014-08-04,Canada Masters,Hard,SF,3,25,6-3 6-4,130,13,1,53,29,24,8,82,0,0,1,Feliciano Lopez,Federer,2014,8,2
2014-08-04,Canada Masters,Hard,QF,3,7,6-3 4-6 6-3,179,7,3,87,50,37,0,114,0,0,1,David Ferrer,Federer,2014,8,3
2014-08-04,Canada Masters,Hard,R16,3,18,7-6(5) 6-7(3) 6-4,251,11,4,106,67,39,12,159,0,0,1,Marin Cilic,Federer,2014,8,3
2014-08-04,Canada Masters,Hard,R32,3,129,6-2 6-0,92,5,3,43,29,14,0,52,0,0,1,Peter Polansky,Federer,2014,8,2
2014-06-23,Wimbledon,Grass,F,4,2,6-7(7) 6-4 7-6(4) 5-7 6-4,366,29,5,192,133,59,13,236,0,0,0,Novak Djokovic,Novak Djokovic,2014,6,5
2014-06-23,Wimbledon,Grass,SF,4,9,6-4 6-4 6-4,164,6,1,80,52,28,17,101,0,0,1,Milos Raonic,Federer,2014,6,3
2014-06-23,Wimbledon,Grass,QF,4,3,3-6 7-6(5) 6-4 6-4,243,10,1,119,77,42,9,153,0,0,1,Stan Wawrinka,Federer,2014,6,4
